id,nombre,identidad,alias,inteligencia,fuerza,velocidad,poder,genero,raza,altura_mts,peso_kg,color_ojos,color_pelo,alineacion,empresa
313,Hawkeye,Desconocido,Ronin,56,12,21,29,Masculino,Human,1.91,104,Blue,Blond,good,Goliath
314,Hawkeye II,Desconocido,Kate Bishop,50,6,8,24,Femenino,Human,1.65,57,Blue,Black,good,Marvel Comics
315,Hawkgirl,Desconocido,Kate Manser; Shiera Sanders,50,28,53,96,Femenino,-,1.75,61,Green,Red,good,DC Comics
320,Heat Wave,Desconocido,Rory Calhoun,38,10,17,27,Masculino,Human,1.8,81,Blue,No Hair,bad,DC Comics
321,Hela,Desconocido,Goddess of Death,63,100,46,100,Femenino,Asgardian,2.13,225,Green,Black,bad,Marvel Comics
322,Hellboy,Desconocido,The Great Beast,63,53,21,73,Masculino,Demon,2.59,158,Gold,Black,good,Dark Horse Comics
323,Hellcat,Desconocido,Patsy Walker,63,11,33,46,Femenino,Human,1.73,61,Blue,Red,good,Marvel Comics
325,Hercules,Desconocido,The Defender of Olympus,63,100,46,89,Masculino,Demi-God,1.96,146,Blue,Brown,good,Marvel Comics
327,Hit-Girl,Desconocido,Hit Girl,56,7,29,27,Femenino,Human,0.0,0,-,-,good,Icon Comics
330,Hope Summers,Desconocido,Throat Slicer,63,10,12,93,Femenino,-,1.68,48,Green,Red,good,Marvel Comics
332,Hulk,Desconocido,Mr. Fixit,88,100,63,98,Masculino,Human / Radiation,2.44,630,Green,Green,good,Marvel Comics
333,Human Torch,Desconocido,Matchstick Johnny,63,11,63,87,Masculino,Human / Radiation,1.78,77,Blue,Blond,good,Marvel Comics
334,Huntress,Desconocido,Mafia Princess,69,10,23,34,Femenino,-,1.8,59,Blue,Black,good,Batgirl III
335,Husk,Desconocido,Hayseed,63,63,35,48,Femenino,Mutant,1.7,58,Blue,Blond,good,Marvel Comics
336,Hybrid,Desconocido,Lasher,63,63,58,100,Masculino,Symbiote,1.75,77,Brown,Black,good,Marvel Comics
337,Hydro-Man,Desconocido,Morrie,38,13,25,66,Masculino,-,1.88,119,Brown,Brown,bad,Marvel Comics
338,Hyperion,Desconocido,Zhib-Ran,88,100,100,87,Masculino,Eternal,1.83,207,Blue,Red,good,Marvel Comics
339,Iceman,Desconocido,Bobby Drake,63,32,53,100,Masculino,Mutant,1.73,65,Brown,Brown,good,Marvel Comics
340,Impulse,Desconocido,Flash IV,50,10,100,74,Masculino,Human,1.7,65,Yellow,Auburn,good,Flash IV
341,Indiana Jones,Desconocido,Indy,69,10,17,19,Masculino,Human,1.83,79,-,-,good,George Lucas
342,Indigo,Desconocido,Indigo-1,75,63,50,100,Femenino,Alien,0.0,0,-,Purple,neutral,DC Comics
343,Ink,Desconocido,No Tiene,38,28,17,73,Masculino,Mutant,1.8,81,Blue,No Hair,good,Marvel Comics
344,Invisible Woman,Desconocido,Invisible Girl,88,10,27,93,Femenino,Human / Radiation,1.68,54,blue,Blond,good,Marvel Comics
345,Iron Fist,Desconocido,Daniel Thomas Rand,75,55,33,95,Masculino,Human,1.8,79,Blue,Blond,good,Marvel Comics
346,Iron Man,Desconocido,Ironman,100,85,58,100,Masculino,Human,1.98,191,Blue,Black,good,Marvel Comics
347,Iron Monger,Desconocido,No Tiene,88,63,25,57,Masculino,-,0.0,2000,Blue,No Hair,bad,Marvel Comics
348,Isis,Desconocido,No Tiene,75,48,75,50,Femenino,-,0.0,0,-,-,good,DC Comics
350,Jack of Hearts,Desconocido,No Tiene,63,55,100,77,Masculino,Human,1.55,79,Blue / White,Brown,good,Marvel Comics
351,Jack-Jack,Desconocido,No Tiene,6,34,67,100,Masculino,Human,0.71,14,Blue,Brown,good,Dark Horse Comics
352,James Bond,Desconocido,Commander Bond,88,13,17,25,Masculino,Human,1.83,0,blue,Blond,good,Titan Books
353,James T. Kirk,Desconocido,Captain Kirk,69,11,17,30,Masculino,Human,1.78,77,Hazel,Brown,good,Star Trek
354,Jar Jar Binks,Desconocido,No Tiene,10,6,33,21,Masculino,Gungan,1.93,0,Yellow,-,good,George Lucas
355,Jason Bourne,Desconocido,No Tiene,88,12,29,26,Masculino,Human,0.0,0,-,-,good,-
356,Jean Grey,Desconocido,Marvel Girl,94,80,21,92,Femenino,Mutant,1.68,52,Green,Red,good,Phoenix
357,Jean-Luc Picard,Desconocido,Locutus,75,10,17,26,Masculino,Human,0.0,0,-,-,good,Star Trek
358,Jennifer Kale,Desconocido,Wendy the Good Little Witch,75,10,35,74,Femenino,-,1.68,55,Blue,Blond,good,Marvel Comics
360,Jessica Cruz,Desconocido,Green Lantern,56,90,46,100,Femenino,Human,0.0,0,Green,Brown,good,DC Comics
361,Jessica Jones,Desconocido,Madeline,56,44,50,18,Femenino,Human,1.7,56,Brown,Brown,good,Power Woman
364,Jim Powell,Desconocido,No Tiene,38,38,23,23,Masculino,-,0.0,0,-,-,good,ABC Studios
365,JJ Powell,Desconocido,No Tiene,88,10,8,14,Masculino,-,0.0,0,-,-,good,ABC Studios
367,John Constantine,Desconocido,Hellblazer,63,10,8,54,Masculino,Human,1.83,0,Blue,Blond,good,DC Comics
369,John Wraith,Desconocido,Expediter,75,12,35,87,Masculino,-,1.83,88,Brown,Black,good,Marvel Comics
370,Joker,Desconocido,Jack Napier,100,10,12,43,Masculino,Human,1.96,86,Green,Green,bad,DC Comics
371,Jolt,Desconocido,Hallie Shimosato,63,12,27,31,Femenino,-,1.65,49,Blue,Black,good,Marvel Comics
372,Jubilee,Desconocido,Jubes,56,8,22,66,Femenino,Mutant,1.65,52,Red,Black,good,Marvel Comics
373,Judge Dredd,Desconocido,The Dead Man,75,18,38,52,Masculino,Human,1.88,0,-,-,good,Rebellion
374,Juggernaut,Desconocido,Captain Universe,44,100,42,85,Masculino,Human,2.87,855,Blue,Red,neutral,Marvel Comics
375,Junkpile,Desconocido,No Tiene,50,38,17,81,Masculino,Mutant,0.0,0,-,-,bad,Marvel Comics
376,Justice,Desconocido,Superhuman Penitentiary Prisoner 344678,50,10,33,55,Masculino,Human,1.78,81,Hazel,Brown,good,Marvel Comics
379,Kang,Desconocido,Master of Men,100,48,58,100,Masculino,-,1.91,104,Brown,Brown,bad,Iron Lad
380,Kathryn Janeway,Desconocido,No Tiene,75,8,21,21,Femenino,Human,0.0,0,-,-,good,Star Trek
381,Katniss Everdeen,Desconocido,No Tiene,56,8,21,24,Femenino,Human,0.0,0,-,-,good,
382,Kevin 11,Desconocido,Kevin Ethan,25,7,12,100,Masculino,Human,0.0,0,-,Black,good,DC Comics
383,Kick-Ass,Desconocido,Kickass,38,10,23,22,Masculino,Human,0.0,0,Blue,Blond,good,Icon Comics
384,Kid Flash,Desconocido,Kid Lantern,25,4,92,20,Masculino,Human,0.0,0,Green,Red,good,DC Comics
386,Killer Croc,Desconocido,No Tiene,19,53,35,53,Masculino,Metahuman,2.44,356,Red,No Hair,bad,DC Comics
387,Killer Frost,Desconocido,No Tiene,88,10,13,59,Femenino,Human,0.0,0,Blue,Blond,bad,DC Comics
388,Kilowog,Desconocido,Lantern,81,90,53,100,Masculino,Bolovaxian,2.34,324,Red,No Hair,good,DC Comics
389,King Kong,Desconocido,King of Skull Island,56,100,71,47,Masculino,Animal,30.5,9000000,Yellow,Black,good,
390,King Shark,Desconocido,No Tiene,50,88,50,86,Masculino,Animal,0.0,0,Black,No Hair,bad,DC Comics
391,Kingpin,Desconocido,Harold Howard,75,18,25,13,Masculino,Human,2.01,203,Blue,No Hair,bad,Marvel Comics
392,Klaw,Desconocido,No Tiene,63,38,33,62,Masculino,Human,1.88,97,Red,No Hair,bad,Marvel Comics
393,Kool-Aid Man,Desconocido,Pitcher Man,25,18,8,9,Masculino,-,0.0,0,Black,No Hair,good,-
394,Kraven II,Desconocido,No Tiene,50,34,23,43,Masculino,Human,1.91,99,Brown,Black,bad,Marvel Comics
395,Kraven the Hunter,Desconocido,Kraven the Hunter,63,32,35,25,Masculino,Human,1.83,106,Brown,Black,bad,Marvel Comics
396,Krypto,Desconocido,No Tiene,9,80,100,82,Masculino,Kryptonian,0.64,18,Blue,White,good,DC Comics
397,Kyle Rayner,Desconocido,Honor Guard,69,90,50,100,Masculino,Human,1.8,79,Green,Black,good,DC Comics
398,Kylo Ren,Desconocido,No Tiene,56,44,33,100,Masculino,Human,0.0,0,-,-,bad,George Lucas
400,Lady Deathstrike,Desconocido,Ana Cortes,63,28,42,48,Femenino,Cyborg,1.75,58,Brown,Black,bad,Marvel Comics
401,Leader,Desconocido,No Tiene,100,10,12,59,Masculino,-,1.78,63,Green,No Hair,bad,Marvel Comics
402,Leech,Desconocido,No Tiene,25,5,12,62,Masculino,-,0.0,0,-,-,good,Marvel Comics
403,Legion,Desconocido,Sylvester,50,100,42,100,Masculino,Mutant,1.75,59,Green / Blue,Black,good,Marvel Comics
404,Leonardo,Desconocido,Leo,75,16,50,59,Masculino,Mutant,0.0,0,Blue,No Hair,good,IDW Publishing
405,Lex Luthor,Desconocido,No Tiene,100,53,25,68,Masculino,Human,1.88,95,Green,No Hair,bad,DC Comics
406,Light Lass,Desconocido,No Tiene,38,10,35,67,Femenino,-,1.65,54,Blue,Red,good,DC Comics
407,Lightning Lad,Desconocido,Live Wire,38,10,23,60,Masculino,-,1.55,65,Blue,Red,good,DC Comics
408,Lightning Lord,Desconocido,No Tiene,44,10,23,66,Masculino,-,1.91,95,Blue,Red,bad,DC Comics
409,Living Brain,Desconocido,No Tiene,75,53,35,31,No-Binario,-,1.98,360,Yellow,-,bad,Marvel Comics
410,Living Tribunal,Desconocido,Living Trinity,100,100,100,100,No-Binario,Cosmic Entity,0.0,0,Blue,No Hair,neutral,Marvel Comics
412,Lizard,Desconocido,No Tiene,50,51,27,63,Masculino,Human,2.03,230,Red,No Hair,bad,Marvel Comics
413,Lobo,Desconocido,Popebo; He-Who-Devours-Your-Entrails-And-Thoroughly-Enjoys-It,94,100,54,100,Masculino,Czarnian,2.29,288,Red,Black,neutral,DC Comics
414,Loki,Desconocido,Walter Lawson,88,63,46,100,Masculino,Asgardian,1.93,236,Green,Black,bad,Marvel Comics
415,Longshot,Desconocido,The Lucky One,50,10,27,71,Masculino,Human,1.88,36,Blue,Blond,good,Marvel Comics
416,Luke Cage,Desconocido,Mark Lucas,50,63,29,44,Masculino,Human,1.98,191,Brown,Black,good,Power Man
418,Luke Skywalker,Desconocido,Jedi,69,38,42,100,Masculino,Human,1.68,77,Blue,Blond,good,George Lucas
419,Luna,Desconocido,No Tiene,38,6,83,53,Femenino,Human,0.0,0,-,-,good,Marvel Comics
421,Mach-IV,Desconocido,Beetle,75,36,60,60,Masculino,-,1.8,79,Brown,Brown,bad,Marvel Comics
422,Machine Man,Desconocido,Mister Machine.Machine Man,63,32,35,51,No-Binario,-,1.83,383,Red,Black,good,Marvel Comics
423,Magneto,Desconocido,Erik the RedThe Master of Magnetism,88,80,27,91,Masculino,Mutant,1.88,86,Grey,White,bad,Marvel Comics
424,Magog,Desconocido,No Tiene,50,48,23,66,Masculino,-,0.0,0,Blue,Blond,good,DC Comics
425,Magus,Desconocido,Warlock's Father,88,100,70,100,Masculino,-,1.83,0,Black,-,bad,Marvel Comics
426,Man of Miracles,Desconocido,Mother Of Existence,100,100,100,100,No-Binario,God / Eternal,0.0,0,Blue,Silver,-,Image Comics
427,Man-Bat,Desconocido,Kirk Langstrom,38,18,50,33,Masculino,Human,0.0,0,Brown,Brown,neutral,DC Comics
428,Man-Thing,Desconocido,the Vagornus Koth; the Swamp Walker; Mr. Salad; Walking Mulch Heap,50,32,8,100,Masculino,-,2.13,225,Red,No Hair,good,Marvel Comics
429,Man-Wolf,Desconocido,Stargod,63,44,35,45,Masculino,-,1.88,90,Brown,Auburn,good,Marvel Comics
430,Mandarin,Desconocido,Master Khan,100,28,23,100,Masculino,Human,1.88,97,Blue,White,bad,Marvel Comics
431,Mantis,Desconocido,Celestial Madonna,63,8,33,100,Femenino,Human-Kree,1.68,52,Green,Black,good,Marvel Comics
432,Martian Manhunter,Desconocido,many others,100,95,92,100,Masculino,Martian,2.01,135,Red,No Hair,good,DC Comics
433,Marvel Girl,Desconocido,Mother Askani,63,85,47,100,Femenino,-,1.7,56,Green,Red,good,Marvel Comics
435,Master Chief,Desconocido,Sierra 117,75,73,35,69,Masculino,Human / Altered,2.13,0,Brown,Brown,good,Microsoft
436,Match,Desconocido,Superboy,75,95,83,100,Masculino,-,0.0,0,Black,Black,bad,DC Comics
437,Matt Parkman,Desconocido,No Tiene,63,10,12,59,Masculino,-,0.0,0,-,-,good,NBC - Heroes
438,Maverick,Desconocido,Bolt,63,10,12,60,Masculino,-,1.93,110,Blue,Black,good,Marvel Comics
439,Maxima,Desconocido,Empress of the Almeracian Empire,75,90,35,81,Femenino,-,1.8,72,Brown,Red,bad,DC Comics
440,Maya Herrera,Desconocido,No Tiene,50,10,12,60,Femenino,-,0.0,0,-,-,good,NBC - Heroes
441,Medusa,Desconocido,Queen Medusa,75,34,35,37,Femenino,Inhuman,1.8,59,Green,Red,good,Marvel Comics
442,Meltdown,Desconocido,Mutate #35,38,10,12,62,Femenino,-,1.65,54,Blue,Blond,good,Boom-Boom
443,Mephisto,Desconocido,the Friend,88,85,35,100,Masculino,-,1.98,140,White,Black,bad,Marvel Comics
444,Mera,Desconocido,Water-Woman,56,62,79,92,Femenino,Atlantean,1.75,72,Blue,Red,good,DC Comics
445,Metallo,Desconocido,No Tiene,75,53,23,86,Masculino,Android,1.96,90,Green,Brown,bad,DC Comics
448,Metron,Desconocido,No Tiene,88,10,47,100,Masculino,-,1.85,86,Blue,Black,good,DC Comics
449,Micah Sanders,Desconocido,MicahSanders500,63,8,12,57,Masculino,-,0.0,0,Brown,Black,good,NBC - Heroes
450,Michelangelo,Desconocido,Mikester,63,14,50,59,Masculino,Mutant,0.0,0,Blue,-,good,IDW Publishing
451,Micro Lad,Desconocido,Colossal Boy (mostly known as Colossal Boy,38,28,27,44,Masculino,-,1.83,77,Grey,Brown,good,DC Comics
452,Mimic,Desconocido,Wolverine,63,67,47,79,Masculino,-,1.88,101,Brown,Brown,good,Marvel Comics
454,Misfit,Desconocido,Batgirl,63,32,23,91,Femenino,-,0.0,0,Blue,Red,good,Batgirl V
455,Miss Martian,Desconocido,Megan Morse; M'Gann M'Orzz (alternate spelling); Martian Girlhunter; Martian Manhunter (Titans Tomorrow alias),63,85,58,100,Femenino,-,1.78,61,Red,Red,good,DC Comics
456,Mister Fantastic,Desconocido,Mr Fantastic,100,10,18,33,Masculino,Human / Radiation,1.85,81,Brown,Brown,good,Marvel Comics
457,Mister Freeze,Desconocido,Doctor Schimmell,75,32,12,37,Masculino,Human,1.83,86,-,-,bad,DC Comics
458,Mister Knife,Desconocido,Jason of Spartax,75,10,17,13,Masculino,Spartoi,0.0,0,Blue,Brown,bad,Marvel Comics
459,Mister Mxyzptlk,Desconocido,No Tiene,100,85,100,100,Masculino,God / Eternal,0.0,0,-,-,bad,DC Comics
460,Mister Sinister,Desconocido,Mike Milbury,100,48,46,100,Masculino,Human / Altered,1.96,128,Red,Black,bad,Marvel Comics
461,Mister Zsasz,Desconocido,Mr Zsasz,88,22,33,18,Masculino,Human,0.0,0,Blue,Blond,bad,DC Comics
462,Mockingbird,Desconocido,Agent 19,75,31,38,48,Femenino,Human,1.75,61,Blue,Blond,good,Marvel Comics
463,MODOK,Desconocido,M.O.D.O.K.,100,18,25,79,Masculino,Cyborg,3.66,338,White,Brownn,bad,Marvel Comics
467,Molten Man,Desconocido,No Tiene,50,73,23,53,Masculino,-,1.96,248,Gold,Gold,bad,Marvel Comics
469,Monica Dawson,Desconocido,No Tiene,50,10,35,48,Femenino,-,0.0,0,-,-,good,NBC - Heroes
470,Moon Knight,Desconocido,Fist of Khonshu,50,36,23,28,Masculino,Human,1.88,101,Brown,Brown,good,Marvel Comics
471,Moonstone,Desconocido, Kate Sorenson,56,67,47,74,Femenino,-,1.8,59,Blue,Blond,bad,Marvel Comics
472,Morlun,Desconocido,No Tiene,63,60,35,74,Masculino,-,1.88,79,White / Red,Black,bad,Marvel Comics
474,Moses Magnum,Desconocido,Magnum Force,,75,28,12,55,Masculino,-,1.75,72,Brown,Black,bad,Marvel Comics
475,Mr Immortal,Desconocido,No Tiene,50,10,8,69,Masculino,Mutant,1.88,70,Blue,Blond,good,Marvel Comics
476,Mr Incredible,Desconocido,Mr. I,50,83,33,29,Masculino,Human,2.01,158,Blue,Blond,good,Dark Horse Comics
477,Ms Marvel II,Desconocido,She-Thing,38,63,23,11,Femenino,-,1.73,61,Blue,Red,good,She-Thing
478,Multiple Man,Desconocido,No Tiene,63,11,23,28,Masculino,-,1.8,70,Blue,Brown,good,Marvel Comics
479,Mysterio,Desconocido,Doctor Ludwig Rinehart,81,10,17,82,Masculino,Human,1.8,79,Brown,No Hair,bad,Marvel Comics
480,Mystique,Desconocido,Mallory Brickman,75,12,23,64,Femenino,Mutant,1.78,54,Yellow (without irises),Red / Orange,bad,Marvel Comics
481,Namor,Desconocido,Dr. G.W. Falton,69,95,58,73,Masculino,Atlantean,1.88,125,Grey,Black,good,Marvel Comics
483,Namora,Desconocido,Sub-Mariner,50,85,42,48,Femenino,-,1.8,85,Blue,Blond,good,Marvel Comics
484,Namorita,Desconocido,Hard,50,72,47,37,Femenino,-,1.68,101,Blue,Blond,good,Marvel Comics
485,Naruto Uzumaki,Desconocido,No Tiene,50,80,32,100,Masculino,Human,1.68,54,-,-,good,Shueisha
487,Nebula,Desconocido,No Tiene,63,52,13,42,Femenino,Luphomoid,1.85,83,Blue,No Hair,bad,Marvel Comics
488,Negasonic Teenage Warhead,Desconocido,Warhead,50,7,8,45,Femenino,Mutant,0.0,0,Black,Black,good,Marvel Comics
489,Nick Fury,Desconocido,The Mystery in the Mask,75,11,23,25,Masculino,Human,1.85,99,Brown,Brown / White,good,Marvel Comics
490,Nightcrawler,Desconocido,No Tiene,50,10,47,76,Masculino,-,1.75,88,Yellow,Indigo,good,Marvel Comics
491,Nightwing,Desconocido,The Worlds Greatest Detective,88,11,33,36,Masculino,Human,1.78,79,Blue,Black,good,Batman II
492,Niki Sanders,Desconocido,Jessica,63,52,35,37,Femenino,-,0.0,0,Blue,Blond,good,NBC - Heroes
493,Nina Theroux,Desconocido,No Tiene,63,5,8,68,Femenino,Alpha,0.0,0,-,-,good,SyFy
495,Northstar,Desconocido,Jean-Paul Martin,50,18,83,65,Masculino,-,1.8,83,Blue,Black,good,Marvel Comics
496,Nova,Desconocido,Rich,100,85,75,100,Masculino,Human,1.85,86,Brown,Brown,good,Marvel Comics
497,Nova,Desconocido,Human Torch,63,60,100,100,Femenino,Human / Cosmic,1.63,59,White,Red,good,Marvel Comics
498,Odin,Desconocido,Orrin,100,83,67,100,Masculino,God / Eternal,2.06,293,Blue,White,good,Marvel Comics
499,Offspring,Desconocido,Plastic Lad,50,10,35,100,Masculino,-,0.0,0,-,-,good,DC Comics
502,One Punch Man,Desconocido,Caped Baldy,38,100,83,55,Masculino,Human,1.75,69,-,No Hair,good,Shueisha
503,One-Above-All,Desconocido,One Above All,100,100,100,100,No-Binario,Cosmic Entity,0.0,0,-,-,neutral,Marvel Comics
504,Onslaught,Desconocido,Magneto,88,100,33,100,Masculino,Mutant,3.05,405,Red,No Hair,bad,Marvel Comics
505,Oracle,Desconocido,Batgirl,75,11,23,19,Femenino,Human,1.78,59,Blue,Red,good,Batgirl
506,Osiris,Desconocido,No Tiene,75,85,60,65,Masculino,-,0.0,0,Brown,Brown,good,DC Comics
508,Ozymandias,Desconocido,The World's Smartest Man,100,18,33,49,Masculino,Human,0.0,0,Blue,Blond,bad,DC Comics
509,Parademon,Desconocido,No Tiene,9,28,17,53,No-Binario,Parademon,0.0,0,-,-,bad,DC Comics
510,Paul Blart,Desconocido,Mall Cop,8,11,21,7,Masculino,Human,1.7,117,-,-,good,Sony Pictures
514,Penguin,Desconocido,No Tiene,75,10,12,30,Masculino,Human,1.57,79,Blue,Black,bad,DC Comics
516,Phantom Girl,Desconocido,No Tiene,38,10,23,53,Femenino,-,1.68,54,Blue,Black,good,DC Comics
517,Phoenix,Desconocido,Redd Dayspring,100,100,83,100,Femenino,Mutant,1.68,52,Green,Red,good,Jean Grey
518,Plantman,Desconocido,Blackheath,63,60,25,61,Masculino,Mutant,1.83,87,Green,Grey,bad,Marvel Comics
520,Plastic Man,Desconocido,No Tiene,50,63,23,100,Masculino,Human,1.85,80,Blue,Black,good,DC Comics
521,Plastique,Desconocido,No Tiene,50,10,23,60,Femenino,-,1.68,55,Blue,Red,bad,DC Comics
522,Poison Ivy,Desconocido,No Tiene,81,14,21,100,Femenino,Human,1.68,50,Green,Red,bad,DC Comics
523,Polaris,Desconocido,Pestilence,63,73,42,100,Femenino,Mutant,1.7,52,Green,Green,good,Marvel Comics
524,Power Girl,Desconocido,Karen Starr,94,100,100,100,Femenino,Kryptonian,1.8,81,blue,blond,good,DC Comics
526,Predator,Desconocido,Yautja,63,30,25,100,Masculino,Yautja,2.13,234,-,-,bad,Dark Horse Comics
527,Professor X,Desconocido,Dr. X,100,8,12,100,Masculino,Mutant,1.83,86,Blue,No Hair,good,Marvel Comics
528,Professor Zoom,Desconocido,Mister Zyx,94,10,100,83,Masculino,Human,1.8,81,Blue,Strawberry Blond,bad,DC Comics
529,Psylocke,Desconocido,Lady Mandarin,63,33,25,100,Femenino,Mutant,1.8,70,Blue,Purple,good,Marvel Comics
530,Punisher,Desconocido,Charles Fort,69,16,21,42,Masculino,Human,1.83,90,Blue,Black,good,Marvel Comics
531,Purple Man,Desconocido,Kilgrave,56,10,8,92,Masculino,Human,1.8,74,Purple,Purple,bad,Marvel Comics
532,Pyro,Desconocido,No Tiene,38,10,12,54,Masculino,-,1.78,68,Blue,Blond,bad,Marvel Comics
533,Q,Desconocido,Q Continuum,100,12,17,100,Masculino,God / Eternal,0.0,0,-,-,-,Star Trek
535,Question,Desconocido,Vic Sage,81,14,27,20,Masculino,Human,1.88,83,Blue,Blond,good,DC Comics
536,Quicksilver,Desconocido,Mateo Maximoff,63,28,100,81,Masculino,Mutant,1.83,79,Blue,Silver,good,Marvel Comics
537,Quill,Desconocido,Max,38,10,12,23,Masculino,-,1.63,56,Brown,Brown,good,Marvel Comics
538,Ra's Al Ghul,Desconocido,Demon's Head,100,28,32,27,Masculino,Human,1.93,97,Green,Grey,bad,DC Comics
539,Rachel Pirzad,Desconocido,No Tiene,63,4,8,52,Femenino,Alpha,0.0,0,-,-,good,SyFy
540,Rambo,Desconocido,Lone Wolf,63,14,25,30,Masculino,Human,1.78,83,Brown,Black,good,-
541,Raphael,Desconocido,No Tiene,63,17,50,59,Masculino,Mutant,0.0,0,-,No Hair,good,IDW Publishing
542,Raven,Desconocido,Pride,50,10,29,84,Femenino,Human,1.65,50,Indigo,Black,neutral,DC Comics
543,Ray,Desconocido,No Tiene,50,10,92,100,Masculino,Human,1.78,70,Green,Red,good,DC Comics
545,Red Arrow,Desconocido,Arsenal,63,16,25,23,Masculino,Human,1.8,83,Green,Red,good,DC Comics
546,Red Hood,Desconocido,Batman,75,12,23,35,Masculino,Human,1.83,81,Blue,Black,neutral,Robin II
547,Red Hulk,Desconocido,Hulk,50,100,47,82,Masculino,Human / Radiation,2.13,630,Yellow,Black,neutral,Marvel Comics
548,Red Mist,Desconocido,The Red Mist,25,10,23,20,Masculino,-,0.0,0,-,-,bad,Icon Comics
549,Red Robin,Desconocido,Timothy Wayne,81,11,27,29,Masculino,Human,1.65,56,Blue,Black,good,Robin III
550,Red Skull,Desconocido,John Smith,75,10,12,19,Masculino,-,1.88,108,Blue,No Hair,bad,Marvel Comics
551,Red Tornado,Desconocido,Tornado Man Dreaming,75,38,67,100,Masculino,Android,1.85,146,Green,No Hair,good,DC Comics
555,Rey,Desconocido,No Tiene,63,8,21,87,Femenino,Human,2.97,0,Hazel,Brown,good,George Lucas
556,Rhino,Desconocido,Mecha-Rhino,25,80,43,36,Masculino,Human / Radiation,1.96,320,Brown,Brown,bad,Marvel Comics
557,Rick Flag,Desconocido,No Tiene,88,11,23,19,Masculino,-,1.85,85,Blue,Brown,bad,DC Comics
558,Riddler,Desconocido,Edward E. Nigma,100,10,12,10,Masculino,-,0.0,0,-,-,bad,DC Comics
559,Rip Hunter,Desconocido,Carter,100,8,8,100,Masculino,Human,0.0,0,Blue,Blond,good,DC Comics
561,Robin,Desconocido,Freddie Dinardo,88,11,27,32,Masculino,Human,1.78,79,Blue,Black,good,Batman II
562,Robin II,Desconocido,Jaybird,75,11,27,28,Masculino,Human,1.83,101,Blue,Red,good,Red Hood
563,Robin III,Desconocido,Timothy Wayne,81,11,27,29,Masculino,Human,1.65,56,Blue,Black,good,Red Robin
564,Robin V,Desconocido,Batman,69,8,33,29,Masculino,Human,1.37,38,Blue,Black,good,DC Comics
565,Robin VI,Desconocido,No Tiene,50,8,25,17,Femenino,Human,0.0,0,Green,Red,neutral,DC Comics
566,Rocket Raccoon,Desconocido,Sharpshooting Space Racoon,50,5,23,28,Masculino,Animal,1.22,25,Brown,Brown,good,Marvel Comics
567,Rogue,Desconocido,Miss Smith,75,10,12,80,Femenino,-,1.73,54,Green,Brown / White,good,Marvel Comics
568,Ronin,Desconocido,'Purple Man'; impersonated Constrictor & Dreadknight,56,12,21,13,Masculino,Human,1.91,104,Blue,Blond,good,Goliath
569,Rorschach,Desconocido,No Tiene,75,10,29,23,Masculino,Human,1.68,63,Blue,Red,good,DC Comics
570,Sabretooth,Desconocido,El Tigre,56,48,38,50,Masculino,Mutant,1.98,171,Amber,Blond,bad,Marvel Comics
571,Sage,Desconocido,No Tiene,75,10,12,28,Femenino,-,1.7,61,Blue,Black,good,Marvel Comics
572,Sandman,Desconocido,Flint Marko,44,75,46,100,Masculino,Human,1.85,203,Brown,Brown,neutral,Marvel Comics
573,Sasquatch,Desconocido,Box,75,80,23,15,Masculino,-,3.05,900,Red,Orange,good,Marvel Comics
574,Sauron,Desconocido,Annatar,88,85,33,100,Masculino,Maiar,2.79,0,-,-,bad,J. R. R. Tolkien
575,Savage Dragon,Desconocido,No Tiene,63,70,54,66,Masculino,-,0.0,0,-,-,good,Image Comics
576,Scarecrow,Desconocido,No Tiene,81,10,12,48,Masculino,Human,1.83,63,Blue,Brown,bad,DC Comics
577,Scarlet Spider,Desconocido,Spider-Clone,75,53,60,46,Masculino,Human,1.78,74,Blue,Blond,good,Spider-Carnage
578,Scarlet Spider II,Desconocido,Kaine,88,55,60,37,Masculino,Clone,1.93,113,Brown,Brown,good,Marvel Comics
579,Scarlet Witch,Desconocido,Wanda Frank,100,10,29,100,Femenino,Mutant,1.7,59,Blue,Brown,bad,Marvel Comics
580,Scorpia,Desconocido,No Tiene,38,28,42,34,Femenino,-,0.0,0,Green,Red,bad,Marvel Comics
581,Scorpion,Desconocido,Spider-Man,50,52,60,49,Masculino,Human,2.11,310,Brown,Brown,bad,Venom III
582,Sebastian Shaw,Desconocido,No Tiene,63,85,12,36,Masculino,Mutant,0.0,0,-,-,bad,Marvel Comics
583,Sentry,Desconocido,Void,75,100,100,100,Masculino,Mutant,1.88,87,Blue,Blond,neutral,Marvel Comics
584,Shadow King,Desconocido,Donald Pierce and probably others,75,12,27,100,No-Binario,-,1.85,149,Red,-,good,Marvel Comics
585,Shadow Lass,Desconocido,No Tiene,63,10,67,79,Femenino,Talokite,1.73,54,Black,Black,good,DC Comics
586,Shadowcat,Desconocido,Sprite,88,8,21,69,Femenino,Mutant,1.68,50,Hazel,Brown,good,Marvel Comics
587,Shang-Chi,Desconocido,The Master of Kung Fu; The Rising and Advancing of the Spirit; Chinaman (by Jack Tarr),63,12,30,29,Masculino,Human,1.78,79,Brown,Black,good,Marvel Comics
